industry_code,industry,national_fatals_total,states_fatals_sum,pct_coverage,all_states_count,fatal_states_count
81392X,Professional Organizations,1,1,100,52,1
92512X,Administration Of Urban Planning And Community And Rural Development,1,1,100,44,1
92711X,Space Research And Technology,7,7,100,28,1
9271XX,Space Research And Technology,7,7,100,28,1
927XXX,Space Research And Technology,7,7,100,28,1
31213X,Wineries,3,4,133.33333333333333,41,2
323111,Commercial Gravure Printing,2,3,150,52,3
333111,Farm Machinery And Equipment Manufacturing,2,3,150,36,2
335991,Carbon And Graphite Product Manufacturing,1,2,200,19,1
33599X,All Other Electrical Equipment And Component Manufacturing,1,2,200,45,1
48711X,"Scenic And Sightseeing Transportation, Land",1,2,200,45,2
4871XX,"Scenic And Sightseeing Transportation, Land",1,2,200,45,2
524113,Direct Life Insurance Carriers,1,2,200,52,2
541922,Commercial Photography,1,2,200,50,2
81391X,Business Associations,1,2,200,52,1
45411X,Electronic Shopping And Mail-Order Houses,1,3,300,52,2
4541XX,Electronic Shopping And Mail-Order Houses,1,3,300,52,2
